index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
337018,2020-02-07 20:15:19.560,6925487647317909504,,66.248.237.97,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1923.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1923,Android 10.0.99,mobile,False,True,False
336434,2020-02-07 20:01:02.094,-8264794682573280256,,109.74.5.161,GB,-,-,43948,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2197.123 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2197,Android 4.1,mobile,True,False,False
327886,2020-02-07 17:32:36.576,558343257521166976,,209236125227,US,-,-,393398,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 532) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",IE Mobile 11.0,Windows Phone 8.1,mobile,False,True,False
319156,2020-02-07 15:30:18.669,1192238558733639936,,170.39.79.90,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193372,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
310454,2020-02-07 13:35:52.186,-3573401085892729856,,23.137.224.27,US,-,-,393398,"Mozilla/5.0  (Linux; Android 10.0.99) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 10.0.99,mobile,True,False,False
302982,2020-02-07 11:58:31.448,9007270633105649664,,10.0.77.96,NO,-,-,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
298455,2020-02-07 10:57:28.124,1709930065717299968,,38.135.39.200,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/NCQS26.85-64-9; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False
253639,2020-02-06 17:43:18.256,2996624478786079744,,176.107.145.77,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [TNMOBILE/Android 2.13.0] variation/188267",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,False,False
226389,2020-02-06 11:53:37.377,-2908502720636669952,,92.221.223.55,NO,Vestland,Bergen,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Chrome OS 5978.98.0,desktop,True,False,False
224274,2020-02-06 11:24:02.360,7332872903828549632,,81167105143,NO,Nordland,Svolv├ªr,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
219899,2020-02-06 10:25:37.717,6403061539192810496,,10.3.16.20,NO,-,-,500009,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.95 Safari/537.36",Chrome 69.0.3497.17.19,Chrome OS 5978.98.0,desktop,True,False,False
219583,2020-02-06 10:20:03.040,-657275457176299008,,81166109168,NO,Rogaland,Haugesund,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Mac OS X 10.14.6,desktop,True,False,False
214939,2020-02-06 09:13:18.051,1545437509677090048,,209236125114,US,-,-,393398,Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) Gecko/79.0 Firefox/79.0 variation/143389,Firefox Mobile 79.0,Windows Phone 8.1,mobile,True,True,False
211420,2020-02-06 08:21:37.811,5850354740218880000,,37.191.207.82,NO,Oslo County,Oslo,57963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
209840,2020-02-06 07:57:46.318,3798411907971290112,,95.169.46.37,NO,Innlandet,Kongsvinger,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
200845,2020-02-06 04:03:00.190,7774058828847750144,,38.135.39.26,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.69 Mobile Safari/537.36 SamsungBrowser/CrossApp/0.1.89",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False
186533,2020-02-05 19:34:15.710,6034660516479229952,557.0,10.0.62.103,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
186384,2020-02-05 19:32:12.896,-8720656600791100416,,92.221.178.49,NO,Rogaland,Stavanger,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.100 Safari/537.36 variation/6264",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
185828,2020-02-05 19:23:24.515,-4324475583306590208,,10.0.2.116,ID,-,-,500039,nslookup -q=cname ob3spx3bdh0i544q3dhsp3zr8ieb26qztnoaey3.example.com.& (iPhone; CPU iPhone OS 14_2_1 like Mac OS X),Other ,iOS 14.2.1,mobile,False,True,False
184576,2020-02-05 19:03:34.866,-2843578315387290112,,158.248.93.82,NO,-,Bo,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
180391,2020-02-05 17:59:33.959,3679375043062430208,,89.162.39.71,NO,Nordland,Mo i Rana,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
170870,2020-02-05 15:51:51.794,-7967328805097150464,,119.63.224.1,KR,Gyeongsangbuk-do,Yeongju,17577,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
157566,2020-02-05 13:04:17.931,-1843854906827360000,,84.48.224.151,NO,Viken,Vestfossen,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
151346,2020-02-05 11:41:54.791,3529184943142369792,,195.34.90.27,UA,Kyiv City,Kyiv,25514,"Mozilla/5.0  (Linux; U; Android 2.2) Plus Build/OPS28.65-36-14; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,True,False,False
132952,2020-02-05 07:12:38.937,-8174862807324550144,,89.162.91.165,NO,Nordland,Reipa,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
127243,2020-02-05 04:48:21.903,-4948023783233899520,,38.135.39.125,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) Gecko/48.0.0.3128.3143 Firefox/48.0.0.3128.3143 KAIOS/2.5.2.2,Firefox Mobile 48.0.0.3128.3143,iOS 9.3.1,mobile,True,True,False
126903,2020-02-05 04:34:20.232,7704423282420280320,,66.248.237.83,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2000.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2000,Windows Phone 8.1,mobile,True,True,False
124227,2020-02-05 02:49:02.984,8846628054030780416,,185.53.155.151,PL,Silesia,Bielsko-Biala,201661,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) optimo maxx(XT1955DL Build/PPOS29.114-134-16; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False
115337,2020-02-04 20:50:02.013,-6067860162839419904,,51.175.100.81,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
94449,2020-02-04 16:05:38.907,-6499842787710489600,,152.93.151.185,NO,Rogaland,Sandnes,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
88751,2020-02-04 14:55:24.641,-4324475583306590208,,10.0.9.189,US,Massachusetts,Georgetown,54903,Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1622,Firefox 20.0.0.1622,iOS 14.2.1,mobile,False,True,False
82334,2020-02-04 13:39:20.774,-4324475583306590208,,209.236.125.26,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1971.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1971,iOS 14.2.1,mobile,False,True,False
76412,2020-02-04 12:24:40.541,8671115544220699648,,10.2.81.50,NO,Vestland,Byrknes,500041,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.100 Safari/537.36 variation/6264",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
75156,2020-02-04 12:07:55.788,1030757873350870016,,109.72.0.72,CZ,Central Bohemia,P┼Ö├¡bram,49767,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 _dagbladet_ _app_",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,False,False
61185,2020-02-04 08:52:45.538,-7744900319555860480,,66248237201,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1689 variation/272362,Firefox 20.0.0.1689,iOS 14.2.1,mobile,False,True,False
58513,2020-02-04 08:13:33.202,-4324475583306590208,,209236123235,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1954.111 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1954,Windows Phone 8.1,mobile,False,True,False
46848,2020-02-04 03:14:38.106,2902654397084930048,,62.73.236.203,NO,-,-,25400,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 XNX Browser/1.0.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,False,False
44492,2020-02-04 01:21:29.695,5360646064081710080,,103.91.187.46,IN,-,-,132322,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36Snapchat11.1.7.81 (SM-G981B; Android 10#G981BXXU4BTH5#29; gzip variation/188239",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,False,False
42434,2020-02-03 23:00:44.881,-4022126621448229888,,152.93.82.212,NO,Rogaland,Jorpeland,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
40203,2020-02-03 21:40:25.857,-7479206858628209664,,51.174.50.65,NO,Rogaland,Hommersak,29695,"Mozilla/5.0  (Linux; Android 8.1; LT950 PRO Build/MRA58K; wv) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/126060",Android 2.3.6,Android 8.1,mobile,True,False,False
23725,2020-02-03 17:24:51.281,1560739788303859968,,170.39.78.212,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,True,False,False
19286,2020-02-03 16:32:00.259,5911894464267499520,,158248178107,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5 like Mac OS X) Build/NDQS26.69-64-8; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/87.0.4280.2259.101 Mobile Safari/537.36",Chrome Mobile WebView 87.0.4280.2259,iOS 13.5,tablet,True,False,False
9265,2020-02-03 14:33:44.501,5355963368117279744,,10.2.8.193,BR,Rio de Janeiro,Rio de Janeiro,500194,"Mozilla/5.0  (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.105 Safari/537.36",Chrome 72.0.3626,Chrome OS 12105.100.0,desktop,True,False,False
